attendance_id,employee_id,attendance_month,month_start_date,working_days,days_present,days_absent,annual_leave_days,sick_leave_days,unpaid_leave_days,other_leave_days,total_leave_days,late_arrivals,early_departures,overtime_hours,attendance_rate_pct
ATT-001706,EMP-0058,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,18,100
ATT-001707,EMP-0059,2025-05,1/5/2025,21,19,0,0,0,2,0,2,0,0,9.5,90.48
ATT-001708,EMP-0060,2025-05,1/5/2025,21,19,0,0,2,0,0,2,0,0,18,90.48
ATT-001709,EMP-0061,2025-05,1/5/2025,21,19,2,0,0,0,0,0,0,1,0,90.48
ATT-001710,EMP-0062,2025-05,1/5/2025,21,21,0,0,0,0,0,0,3,0,25.5,100
ATT-001711,EMP-0064,2025-05,1/5/2025,21,19,0,0,0,2,0,2,0,0,18.5,90.48
ATT-001712,EMP-0065,2025-05,1/5/2025,21,19,0,0,2,0,0,2,0,1,0,90.48
ATT-001713,EMP-0066,2025-05,1/5/2025,21,15,0,6,0,0,0,6,0,0,0,71.43
ATT-001714,EMP-0067,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-001715,EMP-0068,2025-05,1/5/2025,21,12,1,8,0,0,0,8,0,2,0,57.14
ATT-001716,EMP-0069,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-001717,EMP-0070,2025-05,1/5/2025,21,21,0,0,0,0,0,0,6,1,16,100
ATT-001718,EMP-0071,2025-05,1/5/2025,21,21,0,0,0,0,0,0,2,0,8.5,100
ATT-001719,EMP-0072,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-001720,EMP-0073,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-001721,EMP-0074,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,19.5,100
ATT-001722,EMP-0079,2025-05,1/5/2025,21,12,0,7,2,0,0,9,1,0,8,57.14
ATT-001723,EMP-0080,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-001724,EMP-0082,2025-05,1/5/2025,21,18,1,2,0,0,0,2,0,0,0,85.71
ATT-001725,EMP-0083,2025-05,1/5/2025,21,21,0,0,0,0,0,0,3,0,8,100
ATT-001726,EMP-0084,2025-05,1/5/2025,21,13,0,8,0,0,0,8,0,4,0,61.9
ATT-001727,EMP-0085,2025-05,1/5/2025,21,19,2,0,0,0,0,0,2,0,0,90.48
ATT-001728,EMP-0086,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,3,0,100
ATT-001729,EMP-0087,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-001730,EMP-0088,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-001731,EMP-0089,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,3,0,100
ATT-001732,EMP-0092,2025-05,1/5/2025,21,20,1,0,0,0,0,0,0,0,5,95.24
ATT-001733,EMP-0093,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,21.5,100
ATT-001734,EMP-0095,2025-05,1/5/2025,21,18,0,0,0,0,3,3,2,0,8,85.71
ATT-001735,EMP-0097,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,3,100
ATT-001736,EMP-0098,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,26,100
ATT-001737,EMP-0099,2025-05,1/5/2025,21,19,0,0,2,0,0,2,0,0,0,90.48
ATT-001738,EMP-0100,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-001739,EMP-0102,2025-05,1/5/2025,21,21,0,0,0,0,0,0,6,0,0,100
ATT-001740,EMP-0103,2025-05,1/5/2025,21,19,0,0,0,2,0,2,0,0,0,90.48
ATT-001741,EMP-0104,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,4,0,100
ATT-001742,EMP-0105,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,3,25.5,100
ATT-001743,EMP-0106,2025-05,1/5/2025,21,20,1,0,0,0,0,0,1,0,0,95.24
ATT-001744,EMP-0107,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,1,0,100
ATT-001745,EMP-0108,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,3,0,100
ATT-001746,EMP-0112,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,17.5,100
ATT-001747,EMP-0113,2025-05,1/5/2025,21,14,0,7,0,0,0,7,0,4,18,66.67
ATT-001748,EMP-0114,2025-05,1/5/2025,21,21,0,0,0,0,0,0,4,2,7,100
ATT-001749,EMP-0116,2025-05,1/5/2025,21,13,0,8,0,0,0,8,2,3,15.5,61.9
ATT-001750,EMP-0117,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,2,0,100
ATT-001751,EMP-0118,2025-05,1/5/2025,21,21,0,0,0,0,0,0,1,3,0,100
ATT-001752,EMP-0119,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,1,0,100
ATT-001753,EMP-0120,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,7.5,100
ATT-001754,EMP-0121,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,9.5,100
ATT-001755,EMP-0122,2025-05,1/5/2025,21,21,0,0,0,0,0,0,2,0,12,100
ATT-001756,EMP-0123,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-001757,EMP-0124,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-001758,EMP-0126,2025-05,1/5/2025,21,20,1,0,0,0,0,0,2,0,11,95.24
ATT-001759,EMP-0127,2025-05,1/5/2025,21,18,0,3,0,0,0,3,0,2,7,85.71
ATT-001760,EMP-0129,2025-05,1/5/2025,21,18,0,0,3,0,0,3,0,0,0,85.71
ATT-001761,EMP-0130,2025-05,1/5/2025,21,19,0,0,2,0,0,2,0,0,0,90.48
ATT-001762,EMP-0131,2025-05,1/5/2025,21,19,1,0,0,1,0,1,0,0,0,90.48
ATT-001763,EMP-0132,2025-05,1/5/2025,21,21,0,0,0,0,0,0,1,0,0,100
ATT-001764,EMP-0133,2025-05,1/5/2025,21,19,2,0,0,0,0,0,0,1,0,90.48
ATT-001765,EMP-0134,2025-05,1/5/2025,21,12,0,9,0,0,0,9,1,0,0,57.14
ATT-001766,EMP-0135,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,2,25.5,100
ATT-001767,EMP-0136,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,20.5,100
ATT-001768,EMP-0137,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-001769,EMP-0138,2025-05,1/5/2025,21,18,0,0,3,0,0,3,0,0,0,85.71
ATT-001770,EMP-0139,2025-05,1/5/2025,21,15,0,6,0,0,0,6,0,0,15,71.43
ATT-001771,EMP-0140,2025-05,1/5/2025,21,21,0,0,0,0,0,0,5,0,15.5,100
ATT-001772,EMP-0141,2025-05,1/5/2025,21,21,0,0,0,0,0,0,2,0,0,100
ATT-001773,EMP-0142,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-001774,EMP-0145,2025-05,1/5/2025,21,21,0,0,0,0,0,0,4,0,0,100
ATT-001775,EMP-0146,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,4.5,100
ATT-001776,EMP-0148,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,4,0,100
ATT-001777,EMP-0149,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,9.5,100
ATT-001778,EMP-0150,2025-05,1/5/2025,21,21,0,0,0,0,0,0,1,4,0,100
ATT-001779,EMP-0151,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,2,7,100
ATT-001780,EMP-0152,2025-05,1/5/2025,21,21,0,0,0,0,0,0,4,3,0,100
ATT-001781,EMP-0153,2025-05,1/5/2025,21,19,2,0,0,0,0,0,0,0,0,90.48
ATT-001782,EMP-0155,2025-05,1/5/2025,21,21,0,0,0,0,0,0,3,0,0,100
ATT-001783,EMP-0157,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,21,100
ATT-001784,EMP-0158,2025-05,1/5/2025,21,21,0,0,0,0,0,0,3,1,0,100
ATT-001785,EMP-0159,2025-05,1/5/2025,21,17,0,0,3,1,0,4,0,0,0,80.95
ATT-001786,EMP-0160,2025-05,1/5/2025,21,20,1,0,0,0,0,0,0,2,0,95.24
ATT-001787,EMP-0161,2025-05,1/5/2025,21,19,1,1,0,0,0,1,5,3,0,90.48
ATT-001788,EMP-0162,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,10.5,100
ATT-001789,EMP-0163,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-001790,EMP-0164,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,19.5,100
ATT-001791,EMP-0165,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-001792,EMP-0167,2025-05,1/5/2025,21,12,2,6,1,0,0,7,0,0,15.5,57.14
ATT-001793,EMP-0168,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-001794,EMP-0169,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-001795,EMP-0170,2025-05,1/5/2025,21,18,2,1,0,0,0,1,0,4,4.5,85.71
ATT-001796,EMP-0171,2025-05,1/5/2025,21,21,0,0,0,0,0,0,1,2,0,100
ATT-001797,EMP-0172,2025-05,1/5/2025,21,21,0,0,0,0,0,0,5,0,0,100
ATT-001798,EMP-0173,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,1,20,100
ATT-001799,EMP-0174,2025-05,1/5/2025,21,21,0,0,0,0,0,0,5,0,7.5,100
ATT-001800,EMP-0175,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,17,100
ATT-001801,EMP-0176,2025-05,1/5/2025,21,21,0,0,0,0,0,0,5,0,0,100
ATT-001802,EMP-0177,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-001803,EMP-0178,2025-05,1/5/2025,21,11,2,8,0,0,0,8,0,0,0,52.38
ATT-001804,EMP-0179,2025-05,1/5/2025,21,18,0,0,3,0,0,3,0,0,0,85.71
ATT-001805,EMP-0180,2025-05,1/5/2025,21,20,0,1,0,0,0,1,4,0,0,95.24
ATT-001806,EMP-0182,2025-05,1/5/2025,21,21,0,0,0,0,0,0,5,2,0,100
ATT-001807,EMP-0183,2025-05,1/5/2025,21,20,0,0,1,0,0,1,0,1,25,95.24
ATT-001808,EMP-0184,2025-05,1/5/2025,21,21,0,0,0,0,0,0,3,0,0,100
ATT-001809,EMP-0186,2025-05,1/5/2025,21,12,0,9,0,0,0,9,0,0,3,57.14
ATT-001810,EMP-0187,2025-05,1/5/2025,21,17,0,0,0,4,0,4,2,3,13,80.95
ATT-001811,EMP-0188,2025-05,1/5/2025,21,18,0,3,0,0,0,3,0,2,3.5,85.71
ATT-001812,EMP-0189,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,2,6.5,100
ATT-001813,EMP-0190,2025-05,1/5/2025,21,17,0,4,0,0,0,4,0,0,20.5,80.95
ATT-001814,EMP-0191,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,6.5,100
ATT-001815,EMP-0193,2025-05,1/5/2025,21,18,0,0,0,3,0,3,0,0,10.5,85.71
ATT-001816,EMP-0194,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-001817,EMP-0195,2025-05,1/5/2025,21,21,0,0,0,0,0,0,4,0,13.5,100
ATT-001818,EMP-0196,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,1,20,100
ATT-001819,EMP-0197,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-001820,EMP-0198,2025-05,1/5/2025,21,21,0,0,0,0,0,0,3,2,0,100
ATT-001821,EMP-0199,2025-05,1/5/2025,21,19,2,0,0,0,0,0,4,2,17.5,90.48
ATT-001822,EMP-0200,2025-05,1/5/2025,21,19,2,0,0,0,0,0,0,0,17.5,90.48
ATT-001823,EMP-0201,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-001824,EMP-0202,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-001825,EMP-0203,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,4,100
ATT-001826,EMP-0204,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-001827,EMP-0207,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-001828,EMP-0209,2025-05,1/5/2025,21,15,0,6,0,0,0,6,0,0,0,71.43
ATT-001829,EMP-0210,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,2,0,100
ATT-001830,EMP-0211,2025-05,1/5/2025,21,17,1,0,2,0,1,3,0,4,0,80.95
ATT-001831,EMP-0212,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,7.5,100
ATT-001832,EMP-0213,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,3.5,100
ATT-001833,EMP-0214,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,1,0,100
ATT-001834,EMP-0215,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,13.5,100
ATT-001835,EMP-0216,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,3,10.5,100
ATT-001836,EMP-0217,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-001837,EMP-0219,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-001838,EMP-0220,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-001839,EMP-0221,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,3,0,100
ATT-001840,EMP-0222,2025-05,1/5/2025,21,21,0,0,0,0,0,0,3,0,4,100
ATT-001841,EMP-0223,2025-05,1/5/2025,21,17,2,0,2,0,0,2,3,0,8.5,80.95
ATT-001842,EMP-0226,2025-05,1/5/2025,21,17,1,0,3,0,0,3,0,0,23.5,80.95
ATT-001843,EMP-0227,2025-05,1/5/2025,21,21,0,0,0,0,0,0,3,0,15,100
ATT-001844,EMP-0228,2025-05,1/5/2025,21,19,0,2,0,0,0,2,6,0,7,90.48
ATT-001845,EMP-0229,2025-05,1/5/2025,21,21,0,0,0,0,0,0,4,0,0,100
ATT-001846,EMP-0231,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-001847,EMP-0232,2025-05,1/5/2025,21,21,0,0,0,0,0,0,4,0,0,100
ATT-001848,EMP-0236,2025-05,1/5/2025,21,14,0,7,0,0,0,7,4,0,0,66.67
ATT-001849,EMP-0237,2025-05,1/5/2025,21,21,0,0,0,0,0,0,1,0,13,100
ATT-001850,EMP-0238,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,12,100
ATT-001851,EMP-0239,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-001852,EMP-0240,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-001853,EMP-0241,2025-05,1/5/2025,21,18,0,3,0,0,0,3,0,0,0,85.71
ATT-001854,EMP-0242,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-001855,EMP-0243,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-001856,EMP-0244,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-001857,EMP-0245,2025-05,1/5/2025,21,19,0,0,2,0,0,2,0,0,6.5,90.48
ATT-001858,EMP-0246,2025-05,1/5/2025,21,21,0,0,0,0,0,0,3,0,17,100
ATT-001859,EMP-0247,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,7,100
ATT-001860,EMP-0248,2025-05,1/5/2025,21,19,0,0,0,0,2,2,5,0,0,90.48
ATT-001861,EMP-0249,2025-05,1/5/2025,21,20,1,0,0,0,0,0,1,0,0,95.24
ATT-001862,EMP-0250,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-001863,EMP-0252,2025-05,1/5/2025,21,19,0,0,0,2,0,2,4,0,20,90.48
ATT-001864,EMP-0254,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,12.5,100
ATT-001865,EMP-0256,2025-05,1/5/2025,21,19,0,0,0,0,2,2,0,0,8.5,90.48
ATT-001866,EMP-0257,2025-05,1/5/2025,21,19,2,0,0,0,0,0,0,2,0,90.48
ATT-001867,EMP-0258,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,14,100
ATT-001868,EMP-0260,2025-05,1/5/2025,21,21,0,0,0,0,0,0,5,0,0,100
ATT-001869,EMP-0261,2025-05,1/5/2025,21,13,0,8,0,0,0,8,4,0,0,61.9
ATT-001870,EMP-0262,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,10.5,100
ATT-001871,EMP-0263,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,4,0,100
ATT-001872,EMP-0264,2025-05,1/5/2025,21,21,0,0,0,0,0,0,6,0,0,100
ATT-001873,EMP-0265,2025-05,1/5/2025,21,19,0,0,2,0,0,2,1,0,9.5,90.48
ATT-001874,EMP-0266,2025-05,1/5/2025,21,21,0,0,0,0,0,0,5,4,5.5,100
ATT-001875,EMP-0267,2025-05,1/5/2025,21,15,0,6,0,0,0,6,0,0,0,71.43
ATT-001876,EMP-0268,2025-05,1/5/2025,21,21,0,0,0,0,0,0,6,0,5,100
ATT-001877,EMP-0269,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-001878,EMP-0272,2025-05,1/5/2025,21,21,0,0,0,0,0,0,5,0,17.5,100
ATT-001879,EMP-0273,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,10,100
ATT-001880,EMP-0274,2025-05,1/5/2025,21,21,0,0,0,0,0,0,5,0,8.5,100
ATT-001881,EMP-0275,2025-05,1/5/2025,21,20,0,0,1,0,0,1,0,0,0,95.24
ATT-001882,EMP-0277,2025-05,1/5/2025,21,21,0,0,0,0,0,0,4,0,0,100
ATT-001883,EMP-0278,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-001884,EMP-0279,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,2.5,100
ATT-001885,EMP-0280,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,2,8.5,100
ATT-001886,EMP-0281,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-001887,EMP-0282,2025-05,1/5/2025,21,21,0,0,0,0,0,0,2,1,13.5,100
ATT-001888,EMP-0283,2025-05,1/5/2025,21,21,0,0,0,0,0,0,1,0,25.5,100
ATT-001889,EMP-0286,2025-05,1/5/2025,21,12,0,9,0,0,0,9,0,1,0,57.14
ATT-001890,EMP-0287,2025-05,1/5/2025,21,20,0,0,1,0,0,1,0,0,6.5,95.24
ATT-001891,EMP-0288,2025-05,1/5/2025,21,19,0,0,2,0,0,2,1,0,0,90.48
ATT-001892,EMP-0289,2025-05,1/5/2025,21,21,0,0,0,0,0,0,3,0,21,100
ATT-001893,EMP-0290,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,4,0,100
ATT-001894,EMP-0291,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,2,0,100
ATT-001895,EMP-0292,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-001896,EMP-0293,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-001897,EMP-0294,2025-05,1/5/2025,21,21,0,0,0,0,0,0,5,1,0,100
ATT-001898,EMP-0295,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-001899,EMP-0296,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-001900,EMP-0297,2025-05,1/5/2025,21,18,0,3,0,0,0,3,0,0,7,85.71
ATT-001901,EMP-0300,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-001902,EMP-0303,2025-05,1/5/2025,21,13,0,6,2,0,0,8,0,0,0,61.9
ATT-001903,EMP-0304,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,9.5,100
ATT-001904,EMP-0305,2025-05,1/5/2025,21,21,0,0,0,0,0,0,2,0,23.5,100
ATT-001905,EMP-0306,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-001906,EMP-0307,2025-05,1/5/2025,21,16,0,4,1,0,0,5,0,0,17,76.19
ATT-001907,EMP-0308,2025-05,1/5/2025,21,19,1,0,1,0,0,1,0,2,13,90.48
ATT-001908,EMP-0309,2025-05,1/5/2025,21,20,0,0,0,0,1,1,0,0,25,95.24
ATT-001909,EMP-0310,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-001910,EMP-0311,2025-05,1/5/2025,21,21,0,0,0,0,0,0,2,2,0,100
ATT-001911,EMP-0312,2025-05,1/5/2025,21,19,1,0,1,0,0,1,0,0,25,90.48
ATT-001912,EMP-0313,2025-05,1/5/2025,21,21,0,0,0,0,0,0,2,0,9.5,100
ATT-001913,EMP-0314,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,4,17.5,100
ATT-001914,EMP-0315,2025-05,1/5/2025,21,19,2,0,0,0,0,0,0,0,0,90.48
ATT-001915,EMP-0316,2025-05,1/5/2025,21,14,1,6,0,0,0,6,4,0,7.5,66.67
ATT-001916,EMP-0318,2025-05,1/5/2025,21,15,0,6,0,0,0,6,0,0,0,71.43
ATT-001917,EMP-0320,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-001918,EMP-0321,2025-05,1/5/2025,21,21,0,0,0,0,0,0,3,0,0,100
ATT-001919,EMP-0322,2025-05,1/5/2025,21,20,1,0,0,0,0,0,6,4,0,95.24
ATT-001920,EMP-0324,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,23,100
ATT-001921,EMP-0325,2025-05,1/5/2025,21,21,0,0,0,0,0,0,3,0,14,100
ATT-001922,EMP-0326,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-001923,EMP-0327,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,1,0,100
ATT-001924,EMP-0328,2025-05,1/5/2025,21,21,0,0,0,0,0,0,6,0,0,100
ATT-001925,EMP-0329,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,3.5,100
ATT-001926,EMP-0331,2025-05,1/5/2025,21,21,0,0,0,0,0,0,2,0,0,100
ATT-001927,EMP-0332,2025-05,1/5/2025,21,20,1,0,0,0,0,0,0,3,0,95.24
ATT-001928,EMP-0333,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-001929,EMP-0334,2025-05,1/5/2025,21,20,1,0,0,0,0,0,0,0,0,95.24
ATT-001930,EMP-0335,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-001931,EMP-0336,2025-05,1/5/2025,21,21,0,0,0,0,0,0,1,0,0,100
ATT-001932,EMP-0337,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,1,0,100
ATT-001933,EMP-0338,2025-05,1/5/2025,21,19,2,0,0,0,0,0,6,0,0,90.48
ATT-001934,EMP-0339,2025-05,1/5/2025,21,19,0,0,0,0,2,2,0,0,0,90.48
ATT-001935,EMP-0340,2025-05,1/5/2025,21,20,0,0,0,1,0,1,3,1,15.5,95.24
ATT-001936,EMP-0341,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-001937,EMP-0342,2025-05,1/5/2025,21,21,0,0,0,0,0,0,3,2,6.5,100
ATT-001938,EMP-0343,2025-05,1/5/2025,21,21,0,0,0,0,0,0,4,0,0,100
ATT-001939,EMP-0344,2025-05,1/5/2025,21,21,0,0,0,0,0,0,1,0,0,100
ATT-001940,EMP-0347,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-001941,EMP-0349,2025-05,1/5/2025,21,20,1,0,0,0,0,0,0,0,19.5,95.24
ATT-001942,EMP-0350,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,11.5,100
ATT-001943,EMP-0351,2025-05,1/5/2025,21,21,0,0,0,0,0,0,4,0,18,100
ATT-001944,EMP-0352,2025-05,1/5/2025,21,18,0,0,0,3,0,3,0,0,14,85.71
ATT-001945,EMP-0353,2025-05,1/5/2025,21,18,0,3,0,0,0,3,0,0,0,85.71
ATT-001946,EMP-0354,2025-05,1/5/2025,21,20,1,0,0,0,0,0,5,0,0,95.24
ATT-001947,EMP-0355,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-001948,EMP-0356,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-001949,EMP-0357,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,2,25,100
ATT-001950,EMP-0359,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-001951,EMP-0360,2025-05,1/5/2025,21,21,0,0,0,0,0,0,4,0,19,100
ATT-001952,EMP-0361,2025-05,1/5/2025,21,21,0,0,0,0,0,0,2,0,0,100
ATT-001953,EMP-0362,2025-05,1/5/2025,21,21,0,0,0,0,0,0,3,4,0,100
ATT-001954,EMP-0363,2025-05,1/5/2025,21,20,1,0,0,0,0,0,0,0,0,95.24
ATT-001955,EMP-0364,2025-05,1/5/2025,21,14,0,7,0,0,0,7,0,0,20,66.67
ATT-001956,EMP-0366,2025-05,1/5/2025,21,12,0,9,0,0,0,9,4,0,0,57.14
ATT-001957,EMP-0368,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-001958,EMP-0369,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,20.5,100
ATT-001959,EMP-0370,2025-05,1/5/2025,21,19,0,0,0,0,2,2,2,0,0,90.48
ATT-001960,EMP-0372,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-001961,EMP-0373,2025-05,1/5/2025,21,21,0,0,0,0,0,0,5,1,0,100
ATT-001962,EMP-0374,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,15,100
ATT-001963,EMP-0375,2025-05,1/5/2025,21,21,0,0,0,0,0,0,4,0,0,100
ATT-001964,EMP-0376,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-001965,EMP-0377,2025-05,1/5/2025,21,19,0,0,0,0,2,2,0,2,0,90.48
ATT-001966,EMP-0378,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,13,100
ATT-001967,EMP-0379,2025-05,1/5/2025,21,18,1,2,0,0,0,2,6,1,25,85.71
ATT-001968,EMP-0381,2025-05,1/5/2025,21,18,1,0,2,0,0,2,3,0,0,85.71
ATT-001969,EMP-0382,2025-05,1/5/2025,21,17,1,0,0,0,3,3,5,0,4,80.95
ATT-001970,EMP-0383,2025-05,1/5/2025,21,21,0,0,0,0,0,0,3,0,0,100
ATT-001971,EMP-0384,2025-05,1/5/2025,21,20,0,1,0,0,0,1,0,0,2.5,95.24
ATT-001972,EMP-0385,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,8,100
ATT-001973,EMP-0387,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-001974,EMP-0388,2025-05,1/5/2025,21,21,0,0,0,0,0,0,5,0,0,100
ATT-001975,EMP-0389,2025-05,1/5/2025,21,15,1,5,0,0,0,5,1,0,18.5,71.43
ATT-001976,EMP-0390,2025-05,1/5/2025,21,21,0,0,0,0,0,0,0,0,0,100
